project,area_bucket,district,tenure,propertyType,avg_buy,most_recent_buy,avg_buy_2020,avg_buy_2021,avg_buy_2022,avg_buy_2023,avg_buy_2024,avg_buy_2025,avg_rent,most_recent_rent,avg_rent_2020,avg_rent_2021,avg_rent_2022,avg_rent_2023,avg_rent_2024,avg_rent_2025,ROI
AVA TOWERS,100-110,12.0,Freehold,Apartment,1688750.0,1860000.0,,1420000.0,1560000.0,,1915000.0,1860000.0,3312.5,3300.0,,2866.6666666666665,3000.0,3387.5,3666.6666666666665,3300.0,46.96969696969697
AVA TOWERS,100-150,12.0,Freehold,Apartment,1701771.5555555555,1960000.0,,1489000.0,1600000.0,1617500.0,1820314.6666666667,1943333.3333333333,,,,,,,,,
AVA TOWERS,110-120,,,,,,,,,,,,3440.7563025210084,3600.0,2700.0,2928.125,3219.230769230769,3715.5172413793102,3888.6363636363635,4005.5555555555557,
AVA TOWERS,90-100,,,,,,,,,,,,2966.6666666666665,2900.0,,,,3000.0,2900.0,,
AVALON,100-110,10.0,Freehold,Condominium,2170000.0,2170000.0,2170000.0,,,,,,4720.0,5800.0,,3750.0,4200.0,5450.0,5050.0,5150.0,31.17816091954023
AVALON,100-150,10.0,Freehold,Condominium,3023333.3333333335,3120000.0,,3023333.3333333335,,,,,,,,,,,,,
AVALON,110-120,,,,,,,,,,,,4642.857142857143,4900.0,,4000.0,4050.0,5000.0,5500.0,4900.0,
AVALON,120-130,,,,,,,,,,,,3783.3333333333335,4150.0,,3500.0,3700.0,4150.0,,,
AVALON,140-150,,,,,,,,,,,,6625.0,7200.0,4700.0,5233.333333333333,5975.0,8133.333333333333,7460.0,,
AVALON,150-160,10.0,Freehold,Condominium,3900000.0,3900000.0,,,3900000.0,,,,7600.0,7300.0,,6000.0,,8150.0,8650.0,,44.520547945205486
AVALON,150-200,10.0,Freehold,Condominium,3690000.0,4300000.0,,3380000.0,3390000.0,4300000.0,,,,,,,,,,,
AVALON,160-170,,,,,,,,,,,,6891.176470588235,7800.0,,5775.0,6050.0,8040.0,7283.333333333333,7800.0,
AVALON,180-190,,,,,,,,,,,,6525.0,7250.0,,5800.0,,7250.0,,,
AVALON,200-210,,,,,,,,,,,,8340.0,8500.0,,,8233.333333333334,,8500.0,,
AVALON,200-250,10.0,Freehold,Condominium,4850000.0,5000000.0,,,4700000.0,,5000000.0,,,,,,,,,,
AVALON,210-220,,,,,,,,,,,,8375.0,8000.0,,7000.0,8500.0,10000.0,8000.0,,
AVALON,80-90,,,,,,,,,,,,4037.5,4500.0,,3325.0,3900.0,4450.0,3900.0,4500.0,
AVANT PARC,150-160,27.0,99 yrs lease commencing from 2011,Terrace,2800000.0,2800000.0,,,,,2800000.0,,,,,,,,,,
AVANT RESIDENCES,30-40,14.0,99 yrs lease commencing from 2012,Apartment,630000.0,600000.0,,,,660000.0,600000.0,,2409.3023255813955,2500.0,,1965.0,2377.2727272727275,2571.4285714285716,2683.3333333333335,2608.3333333333335,20.0
AVANT RESIDENCES,40-50,14.0,99 yrs lease commencing from 2012,Apartment,771000.0,680000.0,,,,816500.0,680000.0,,2723.456790123457,3000.0,,2136.9565217391305,2583.3333333333335,3147.8260869565215,2919.230769230769,3192.8571428571427,18.88888888888889
AVANT RESIDENCES,50-60,14.0,99 yrs lease commencing from 2012,Apartment,622000.0,622000.0,,622000.0,,,,,2550.0,3100.0,,2000.0,,,3100.0,,16.720430107526884
AVANT RESIDENCES,60-70,14.0,99 yrs lease commencing from 2012,Apartment,690000.0,690000.0,,690000.0,,,,,2600.0,2800.0,,2200.0,2800.0,2800.0,,,20.535714285714285
AVANT RESIDENCES,80-90,,,,,,,,,,,,2700.0,2700.0,,,2700.0,,,,
AVENUE SOUTH RESIDENCE,100-110,3.0,99 yrs lease commencing from 2018,Apartment,2376287.3333333335,2380000.0,2179755.5555555555,2386894.4444444445,2579571.4285714286,2600000.0,2533412.5714285714,2512666.6666666665,6841.071428571428,7400.0,,,,7040.0,6561.111111111111,6725.0,26.8018018018018
AVENUE SOUTH RESIDENCE,100-150,3.0,99 yrs lease commencing from 2018,Apartment,3126301.825242718,3503888.0,2963100.0,2960613.6363636362,3250603.7735849055,,3343333.3333333335,3503888.0,,,,,,,,,
AVENUE SOUTH RESIDENCE,130-140,,,,,,,,,,,,8737.272727272728,7700.0,,,,9340.0,8509.09090909091,7966.666666666667,
AVENUE SOUTH RESIDENCE,150-160,3.0,99 yrs lease commencing from 2018,Apartment,3709000.0,3950000.0,,3468000.0,,3950000.0,,,,,,,,,,,
AVENUE SOUTH RESIDENCE,40-50,3.0,99 yrs lease commencing from 2018,Apartment,1212063.1578947369,1070000.0,1123276.923076923,1209857.142857143,1308974.358974359,1126250.0,1252500.0,1010000.0,3674.3109243697477,3350.0,,,,3722.794117647059,3643.152380952381,3620.3225806451615,26.616915422885572
AVENUE SOUTH RESIDENCE,60-70,3.0,99 yrs lease commencing from 2018,Apartment,1564332.9963898917,1510000.0,1470734.375,1577435.8974358975,1623877.551020408,1625224.0,1600506.56,1554788.8,4378.125356125356,4100.0,,,,4470.370629370629,4314.041666666667,4317.5,30.691056910569106
AVENUE SOUTH RESIDENCE,70-80,3.0,99 yrs lease commencing from 2018,Apartment,1594062.5,1600000.0,1505500.0,,,1624166.6666666667,1645000.0,1612000.0,4351.5,4000.0,,,,4475.0,4268.0,4375.0,33.333333333333336
AVENUE SOUTH RESIDENCE,80-90,3.0,99 yrs lease commencing from 2018,Apartment,2028178.3373493976,2370000.0,1845786.6666666667,2034260.0,2123875.0,,2113286.0,2385000.0,6027.941176470588,6500.0,,,,5960.0,6045.833333333333,6600.0,30.384615384615387
AVENUE SOUTH RESIDENCE,90-100,,,,,,,,,,,,6025.0,5600.0,,,,6100.0,5950.0,,
AVENUE VILLAS,550-600,,,,,,,,,,,,22500.0,30000.0,,15000.0,,30000.0,,,
AVENUE VILLAS,>800,,,,,,,,,,,,23000.0,23000.0,,,23000.0,,,,
AVILA GARDENS,100-110,,,,,,,,,,,,3666.6666666666665,3500.0,,,3800.0,3700.0,3500.0,,
AVILA GARDENS,100-150,17.0,Freehold,Condominium,1287512.5161290322,1610000.0,1057500.0,1169740.6666666667,1357666.6666666667,1465000.0,1476666.6666666667,1605000.0,,,,,,,,,
AVILA GARDENS,110-120,,,,,,,,,,,,3456.3333333333335,4000.0,2600.0,2613.3333333333335,3430.0,3700.0,3971.25,4000.0,
AVILA GARDENS,120-130,,,,,,,,,,,,3485.068493150685,4100.0,2300.0,2562.1052631578946,3606.25,3998.823529411765,3988.4615384615386,3933.3333333333335,
AVILA GARDENS,140-150,,,,,,,,,,,,3794.285714285714,4100.0,,3050.0,3940.0,4500.0,3980.0,4100.0,
AVILA GARDENS,150-200,17.0,Freehold,Condominium,1723800.0,1900000.0,1450000.0,1632500.0,1802666.6666666667,1950000.0,1900000.0,,,,,,,,,,
AVILA GARDENS,160-170,,,,,,,,,,,,4155.555555555556,5400.0,2800.0,3400.0,3675.0,4750.0,4837.5,5050.0,
AVILA GARDENS,240-250,,,,,,,,,,,,4400.0,4400.0,,,4400.0,,,,
AVILA GARDENS,30-40,17.0,Freehold,Condominium,800000.0,800000.0,,,,800000.0,,,,,,,,,,,
AVILA GARDENS,40-50,17.0,Freehold,Condominium,565000.0,580000.0,,557500.0,,580000.0,,,1894.1176470588234,2000.0,,1433.3333333333333,1533.3333333333333,2000.0,2233.3333333333335,1950.0,24.166666666666668
AVILA GARDENS,50-60,17.0,Freehold,Condominium,622500.0,635000.0,600000.0,630000.0,,,,,2228.090909090909,2600.0,,1560.0,1950.0,2398.285714285714,2533.3333333333335,2600.0,20.352564102564102
AVILA GARDENS,80-90,17.0,Freehold,Condominium,889165.3333333334,1020000.0,800000.0,760000.0,878866.6666666666,1012944.0,1020000.0,,2803.3088235294117,3400.0,1700.0,2000.0,2726.5625,3426.6666666666665,3154.5454545454545,3150.0,25.0
AVILA TERRACE,150-200,17.0,Freehold,Terrace,3141657.3333333335,3680000.0,,2506722.0,3065000.0,3300000.0,3512500.0,3739333.3333333335,4362.5,4300.0,4200.0,4150.0,4700.0,,,,71.31782945736434
AVILA TERRACE,200-250,,,,,,,,,,,,4869.714285714285,5988.0,,,,4550.0,4950.0,5988.0,
AVILA TERRACE,250-300,17.0,Freehold,Terrace,3402666.6666666665,3908000.0,2800000.0,,3704000.0,,,,3900.0,3900.0,,,3900.0,,,,83.50427350427351
AVON PARK,100-110,,,,,,,,,,,,4600.0,5300.0,,,,4600.0,,,
AVON PARK,100-150,13.0,Freehold,Condominium,2120000.0,2180000.0,,,,2060000.0,,2180000.0,,,,,,,,,
AVON PARK,110-120,,,,,,,,,,,,4205.0759493670885,5200.0,,3041.25,3780.3809523809523,5112.533333333334,4906.666666666667,5212.5,
AVON PARK,140-150,,,,,,,,,,,,6150.0,6500.0,,,,6150.0,,,
AVON PARK,150-160,13.0,Freehold,Condominium,2430000.0,2430000.0,2430000.0,,,,,,4988.679245283019,6100.0,,3757.6923076923076,4186.363636363636,5950.0,5635.0,5961.111111111111,33.19672131147541
AVON PARK,200-210,,,,,,,,,,,,6705.555555555556,7000.0,,4825.0,,7242.857142857143,7283.333333333333,7000.0,
AVON PARK,200-250,13.0,Freehold,Condominium,3615000.0,3580000.0,,,,,3615000.0,,,,,,,,,,
AVON PARK,220-230,,,,,,,,,,,,4916.666666666667,6300.0,,4200.0,4250.0,,6300.0,,
AVON PARK,>300,,,,,,,,,,,,6458.333333333333,6100.0,,5200.0,6250.0,7500.0,6775.0,,
AXIS @ SIGLAP,100-150,15.0,Freehold,Apartment,1650000.0,1930000.0,,1370000.0,,1930000.0,,,,,,,,,,,
AXIS @ SIGLAP,120-130,,,,,,,,,,,,5066.666666666667,5200.0,,,5000.0,,5100.0,,
AXIS @ SIGLAP,150-160,15.0,Freehold,Apartment,1420000.0,1420000.0,1420000.0,,,,,,,,,,,,,,
AXIS @ SIGLAP,150-200,15.0,Freehold,Apartment,1622296.0,1800000.0,,1533444.0,1800000.0,,,,,,,,,,,,
AXIS @ SIGLAP,160-170,,,,,,,,,,,,4850.0,5000.0,,,4350.0,,5100.0,,
AXIS @ SIGLAP,60-70,,,,,,,,,,,,3000.0,3100.0,,,2800.0,3100.0,3100.0,,
AXIS @ SIGLAP,70-80,15.0,Freehold,Apartment,1294000.0,1280000.0,,1308000.0,1280000.0,,,,3422.7272727272725,3950.0,,2600.0,2600.0,4233.333333333333,3983.3333333333335,,27.0042194092827
AXIS @ SIGLAP,80-90,,,,,,,,,,,,3276.5625,3900.0,2100.0,2722.7272727272725,3075.0,3856.25,3920.0,3900.0,
AXIS @ SIGLAP,90-100,15.0,Freehold,Apartment,1397500.0,1400000.0,1395000.0,1400000.0,,,,,4000.0,4500.0,,3100.0,3600.0,4800.0,4500.0,,25.925925925925924
AZALEA PARK CONDOMINIUM,100-150,17.0,999 yrs lease commencing from 1885,Condominium,1381546.7368421052,1725000.0,1177126.857142857,1249098.6666666667,1367666.6666666667,1630833.3333333333,1476857.142857143,1562666.6666666667,,,,,,,,,
AZALEA PARK CONDOMINIUM,120-130,,,,,,,,,,,,3496.063829787234,4000.0,2300.0,2618.0,3486.842105263158,4005.4166666666665,3932.3529411764707,3956.25,
AZALEA PARK CONDOMINIUM,130-140,,,,,,,,,,,,3837.962962962963,4300.0,3000.0,2823.076923076923,3057.1428571428573,4494.117647058823,4350.0,4368.75,
AZALEA PARK CONDOMINIUM,150-160,17.0,999 yrs lease commencing from 1885,Condominium,1764700.0,1950000.0,,1419000.0,1839000.0,1868000.0,1891800.0,1950000.0,4143.9473684210525,4500.0,,3400.0,3930.8333333333335,4520.0,4416.666666666667,4550.0,36.11111111111111
AZALEA PARK CONDOMINIUM,170-180,,,,,,,,,,,,3666.6666666666665,4600.0,,2800.0,3600.0,,4600.0,,
AZALEA PARK CONDOMINIUM,70-80,17.0,999 yrs lease commencing from 1885,Condominium,875166.6666666666,978000.0,,800000.0,874000.0,862500.0,978000.0,,2896.875,3100.0,,2092.5,2957.1428571428573,3142.8571428571427,3273.076923076923,3233.3333333333335,26.290322580645164
AZALEA PARK CONDOMINIUM,80-90,17.0,999 yrs lease commencing from 1885,Condominium,969000.0,948000.0,,,,969000.0,,,2915.0,3700.0,,2156.25,2565.0,3875.0,3516.6666666666665,3450.0,21.35135135135135
BAGNALL COURT,,16.0,Freehold,Condominium,115280000.0,115280000.0,,,,115280000.0,,,,,,,,,,,
BAGNALL COURT,100-110,,,,,,,,,,,,2507.1428571428573,2300.0,,2300.0,2487.5,2650.0,,,
BAGNALL COURT,110-120,,,,,,,,,,,,2866.6666666666665,3600.0,,2500.0,3050.0,,,,
BAGNALL COURT,130-140,,,,,,,,,,,,2520.0,3000.0,,2412.5,2675.0,2350.0,2750.0,,
BAGNALL COURT,210-220,,,,,,,,,,,,2800.0,2800.0,,,2800.0,,,,
BAGNALL COURT,230-240,,,,,,,,,,,,3900.0,4400.0,,3400.0,4400.0,,,,
BAGNALL HAUS,100-150,16.0,Freehold,Apartment,3341775.8571428573,3807000.0,,,,,,3341775.8571428573,,,,,,,,,
BAGNALL HAUS,40-50,16.0,Freehold,Apartment,1274000.0,1303000.0,,,,,,1274000.0,,,,,,,,,
BAGNALL HAUS,60-70,16.0,Freehold,Apartment,1864669.8275862068,1897000.0,,,,,,1864669.8275862068,,,,,,,,,
BAGNALL HAUS,70-80,16.0,Freehold,Apartment,2006692.3076923077,2065000.0,,,,,,2006692.3076923077,,,,,,,,,
BAGNALL HAUS,90-100,16.0,Freehold,Apartment,2505464.0625,2554000.0,,,,,,2505464.0625,,,,,,,,,
BALCON EAST,100-110,16.0,Freehold,Apartment,1585000.0,1670000.0,1500000.0,,,1670000.0,,,3875.0,4250.0,,2850.0,3200.0,5200.0,,4250.0,32.745098039215684
BALCON EAST,100-150,16.0,Freehold,Apartment,1544000.0,1438000.0,1544000.0,,,,,,,,,,,,,,
BALCON EAST,110-120,,,,,,,,,,,,4575.0,4300.0,,,5000.0,4500.0,4300.0,,
BALCON EAST,170-180,,,,,,,,,,,,4933.333333333333,5300.0,,4100.0,,5400.0,,5300.0,
BALCON EAST,200-250,16.0,Freehold,Apartment,2880000.0,2880000.0,,,,2880000.0,,,,,,,,,,,
BALCON EAST,40-50,16.0,Freehold,Apartment,788000.0,788000.0,,,788000.0,,,,2575.0,3000.0,,2150.0,,,3000.0,,21.88888888888889
BALCON EAST,50-60,,,,,,,,,,,,2580.0,3000.0,,2100.0,2450.0,,2950.0,,
BALCON EAST,70-80,,,,,,,,,,,,3283.3333333333335,3400.0,,2450.0,2900.0,4200.0,3550.0,3550.0,
BALESTIER 288,100-150,12.0,Freehold,Apartment,1375000.0,1450000.0,,,1300000.0,1450000.0,,,,,,,,,,,
BALESTIER 288,110-120,,,,,,,,,,,,2900.0,2900.0,,2900.0,2900.0,,,,
BALESTIER 288,50-60,12.0,Freehold,Apartment,705000.0,705000.0,,705000.0,,,,,2787.5,3500.0,,2275.0,2300.0,3550.0,1850.0,3250.0,16.785714285714285
BALESTIER PLAZA,100-150,12.0,Freehold,Apartment,1442592.0,1608888.0,1359444.0,1608888.0,,,,,,,,,,,,,
BALESTIER PLAZA,110-120,,,,,,,,,,,,4400.0,4400.0,,,,,4400.0,,
BALESTIER PLAZA,120-130,,,,,,,,,,,,3648.3333333333335,4800.0,2400.0,3070.0,3357.1428571428573,4600.0,4130.0,,
BALESTIER PLAZA,150-160,12.0,Freehold,Apartment,1879000.0,2000000.0,,1758000.0,,,2000000.0,,4191.666666666667,5200.0,,3125.0,4000.0,4800.0,4766.666666666667,5200.0,32.05128205128205
BALESTIER PLAZA,90-100,12.0,Freehold,Apartment,1139000.0,1148000.0,1139000.0,,,,,,3260.8695652173915,3400.0,,2800.0,3137.5,3900.0,3512.5,,28.137254901960784
BALESTIER POINT,100-110,12.0,Freehold,Apartment,1288200.0,1350000.0,,1272750.0,,,1350000.0,,3260.5263157894738,3100.0,,2509.375,3034.375,4040.0,3687.5,4166.666666666667,36.29032258064516
BALESTIER POINT,100-150,12.0,Freehold,Apartment,1535000.0,1650000.0,,1420000.0,,,1650000.0,,,,,,,,,,
BALESTIER POINT,110-120,,,,,,,,,,,,3600.0,4000.0,,,3200.0,,4000.0,,
BALESTIER POINT,120-130,,,,,,,,,,,,3350.0,4400.0,,2300.0,,,4400.0,,
BALESTIER POINT,130-140,,,,,,,,,,,,2937.5,3600.0,,2350.0,2350.0,3450.0,,3600.0,
BALESTIER POINT,150-160,,,,,,,,,,,,4166.666666666667,5300.0,,3350.0,3450.0,4775.0,,5300.0,
BALESTIER POINT,70-80,,,,,,,,,,,,2500.0,2500.0,,,,2500.0,,,
BALESTIER POINT,80-90,12.0,Freehold,Apartment,980000.0,980000.0,980000.0,,,,,,3142.8571428571427,4200.0,,2400.0,2100.0,4200.0,3200.0,3850.0,19.444444444444446
BALESTIER REGENCY,100-150,12.0,Freehold,Apartment,2105972.0,2050000.0,,,,,2124629.3333333335,2050000.0,,,,,,,,,
BALESTIER REGENCY,110-120,,,,,,,,,,,,2600.0,2600.0,,2600.0,,,,,
BALESTIER REGENCY,130-140,,,,,,,,,,,,3669.1176470588234,4600.0,,2933.3333333333335,3344.4444444444443,4058.823529411765,4171.428571428572,4475.0,
BALLOTA PARK CONDOMINIUM,100-150,17.0,Freehold,Condominium,1270013.7142857143,1530000.0,1105800.0,1125111.111111111,1245597.8181818181,1370000.0,1461333.3333333333,1443000.0,,,,,,,,,
BALLOTA PARK CONDOMINIUM,110-120,,,,,,,,,,,,3271.6216216216217,3500.0,2300.0,2462.5,3045.0,3825.0,3750.0,3875.0,
BALLOTA PARK CONDOMINIUM,120-130,,,,,,,,,,,,3051.3888888888887,3700.0,,2355.0,2637.5,3720.0,3458.3333333333335,3625.0,
BALLOTA PARK CONDOMINIUM,130-140,,,,,,,,,,,,3335.6481481481483,4400.0,,2517.3076923076924,3025.0,3962.5,3747.6190476190477,3850.0,
BALLOTA PARK CONDOMINIUM,150-160,17.0,Freehold,Condominium,1529800.0,1690000.0,1350000.0,,1429000.0,1680000.0,1500000.0,1690000.0,4421.428571428572,4600.0,,3425.0,4600.0,5400.0,4350.0,,30.615942028985504
BALLOTA PARK CONDOMINIUM,150-200,17.0,Freehold,Condominium,1580694.0,1698888.0,,1482500.0,1658888.0,1698888.0,,,,,,,,,,,
BALLOTA PARK CONDOMINIUM,160-170,,,,,,,,,,,,4050.0,4300.0,,,3800.0,,4300.0,,
BALLOTA PARK CONDOMINIUM,180-190,,,,,,,,,,,,3950.0,4500.0,,3400.0,,4500.0,,,
BALLOTA PARK CONDOMINIUM,90-100,17.0,Freehold,Condominium,980744.4,1150000.0,855000.0,834000.0,923333.3333333334,1056666.6666666667,1067777.6,1103666.6666666667,2743.9764705882353,3300.0,2300.0,2088.095238095238,2529.1666666666665,3282.3529411764707,3174.25,3300.0,29.04040404040404
BALMORAL 8,150-160,10.0,Freehold,Condominium,3000000.0,3000000.0,,,,,,3000000.0,6360.0,6300.0,,,6375.0,,6300.0,,39.682539682539684
BALMORAL 8,150-200,10.0,Freehold,Condominium,3900555.5555555555,4200000.0,3690000.0,3676666.6666666665,4000000.0,4247500.0,4200000.0,,,,,,,,,,
BALMORAL 8,170-180,,,,,,,,,,,,6505.0,6900.0,6000.0,5840.0,6100.0,7666.666666666667,7550.0,7050.0,
BALMORAL 8,190-200,,,,,,,,,,,,8450.0,10700.0,,6200.0,,10700.0,,,
BALMORAL 8,270-280,,,,,,,,,,,,9950.0,10000.0,,,10000.0,10300.0,9500.0,10000.0,
BALMORAL 8,>300,,,,,,,,,,,,9000.0,9000.0,,,,,,9000.0,
BALMORAL CREST,100-110,10.0,Freehold,Apartment,2064000.0,2200000.0,,1970000.0,2090000.0,,2200000.0,,4663.888888888889,5300.0,,3857.1428571428573,4300.0,5550.0,5462.5,,34.59119496855346
BALMORAL CREST,100-150,10.0,Freehold,Apartment,2330000.0,2330000.0,,,,,2330000.0,,,,,,,,,,
BALMORAL CREST,110-120,,,,,,,,,,,,5200.0,5500.0,,4100.0,,6000.0,,5500.0,
BALMORAL CREST,140-150,,,,,,,,,,,,6800.0,6000.0,,4800.0,,9600.0,,6000.0,
BALMORAL CREST,210-220,,,,,,,,,,,,7550.0,9300.0,,,5800.0,,,9300.0,
BALMORAL CREST,220-230,,,,,,,,,,,,6900.0,8300.0,,5500.0,,8300.0,,,
BALMORAL CREST,60-70,,,,,,,,,,,,3678.125,4500.0,2800.0,2975.0,3066.6666666666665,4500.0,4150.0,4500.0,
BALMORAL CREST,70-80,10.0,Freehold,Apartment,1550000.0,1550000.0,,,,,,1550000.0,,,,,,,,,
BALMORAL GATE,100-150,10.0,Freehold,Condominium,2695050.0,2800000.0,2140300.0,,,2776666.6666666665,2850000.0,,,,,,,,,,
BALMORAL GATE,110-120,,,,,,,,,,,,4126.8421052631575,4000.0,,3620.0,3855.0,4633.333333333333,4500.0,4450.0,
BALMORAL GATE,140-150,,,,,,,,,,,,4918.181818181818,5800.0,4000.0,4233.333333333333,4300.0,6000.0,5600.0,,
BALMORAL GATE,150-160,10.0,Freehold,Condominium,3443333.3333333335,3400000.0,,,3465000.0,3400000.0,,,5385.714285714285,6450.0,,3850.0,4825.0,6633.333333333333,5512.5,6450.0,43.927648578811365
BALMORAL HEIGHTS,100-110,10.0,Freehold,Apartment,2446266.6666666665,2760000.0,,2158800.0,2420000.0,,2760000.0,,5044.2,5300.0,,3998.6666666666665,5333.333333333333,5879.333333333333,5522.222222222223,,43.39622641509434
BALMORAL HEIGHTS,100-150,10.0,Freehold,Apartment,2250000.0,2250000.0,2250000.0,,,,,,,,,,,,,,
BALMORAL HEIGHTS,140-150,,,,,,,,,,,,6300.0,6300.0,,,6300.0,,,,
BALMORAL HEIGHTS,40-50,,,,,,,,,,,,3375.0,3400.0,,,,3350.0,3400.0,,
BALMORAL HEIGHTS,50-60,10.0,Freehold,Apartment,1042666.6666666666,998000.0,1030000.0,1049000.0,,,,,3114.375,3800.0,,2493.3333333333335,2940.0,3433.3333333333335,3525.0,3433.3333333333335,21.885964912280702
BALMORAL HEIGHTS,70-80,,,,,,,,,,,,4150.0,4150.0,,,,4150.0,,,
BALMORAL HEIGHTS,80-90,10.0,Freehold,Apartment,1905600.0,2088000.0,1760000.0,1765000.0,,2150000.0,2088000.0,,3860.7272727272725,4500.0,,3320.0,3700.0,3870.0,4162.666666666667,4500.0,38.666666666666664
BALMORAL HEIGHTS,90-100,,,,,,,,,,,,6000.0,6000.0,,,,,6000.0,,
BALMORAL HILLS,100-150,10.0,Freehold,Condominium,3002500.0,3260000.0,2800000.0,2750000.0,,3200000.0,3260000.0,,,,,,,,,,
BALMORAL HILLS,120-130,,,,,,,,,,,,5706.521739130435,6500.0,,4768.75,5290.0,7183.333333333333,6400.0,6550.0,
BALMORAL HILLS,150-200,10.0,Freehold,Condominium,4276000.0,4880000.0,,4053333.3333333335,4340000.0,,,4880000.0,,,,,,,,,
BALMORAL HILLS,170-180,,,,,,,,,,,,8325.675675675675,9200.0,,6805.0,7927.777777777777,10150.0,9190.90909090909,8983.333333333334,
BALMORAL HILLS,200-210,,,,,,,,,,,,5500.0,5500.0,,5500.0,5500.0,,,,
BALMORAL HILLS,200-250,10.0,Freehold,Condominium,3680000.0,3680000.0,,3680000.0,,,,,,,,,,,,,
BALMORAL HILLS,240-250,,,,,,,,,,,,7166.666666666667,9000.0,,5500.0,7000.0,9000.0,,,
BALMORAL HILLS,250-260,,,,,,,,,,,,8125.0,9000.0,,7250.0,,9000.0,,,
BALMORAL HILLS,290-300,,,,,,,,,,,,10480.0,11900.0,,7500.0,12000.0,10000.0,11450.0,,
BALMORAL LUCK,150-160,,,,,,,,,,,,2650.0,2650.0,,,,,2650.0,,
BALMORAL PLACE,100-110,,,,,,,,,,,,6900.0,5500.0,,,,8300.0,5500.0,,
BALMORAL PLACE,110-120,,,,,,,,,,,,5080.0,5800.0,,4350.0,,6000.0,5400.0,5800.0,
BALMORAL PLACE,220-230,,,,,,,,,,,,7425.0,6000.0,,4500.0,7000.0,12200.0,6000.0,,
BALMORAL PLACE,240-250,,,,,,,,,,,,7500.0,7500.0,,,,7500.0,,,
BALMORAL PLACE,70-80,,,,,,,,,,,,3796.875,4300.0,,3010.0,4025.0,4400.0,4125.0,4300.0,
BALMORAL PLACE,80-90,,,,,,,,,,,,3860.4,4300.0,,3077.777777777778,4025.0,4652.5,4500.0,,
BALMORAL PLAZA,180-190,,,,,,,,,,,,5533.333333333333,6300.0,,5150.0,,,6300.0,,
BALMORAL PLAZA,200-210,,,,,,,,,,,,6133.333333333333,7800.0,,5000.0,5600.0,7800.0,,,
BALMORAL PLAZA,210-220,,,,,,,,,,,,6250.0,6500.0,,,,6000.0,,6500.0,
BALMORAL PLAZA,220-230,,,,,,,,,,,,6125.0,7100.0,4700.0,,5600.0,7100.0,7100.0,,
BALMORAL POINT,200-250,10.0,Freehold,Apartment,4437000.0,4437000.0,,4437000.0,,,,,,,,,,,,,
BALMORAL POINT,230-240,,,,,,,,,,,,7865.384615384615,8500.0,,5575.0,8380.0,,8233.333333333334,8166.666666666667,
BALMORAL POINT,>300,,,,,,,,,,,,11050.0,11000.0,,9666.666666666666,13500.0,11500.0,11250.0,11000.0,
BALMORAL RESIDENCES,140-150,,,,,,,,,,,,7575.0,7500.0,,6000.0,,8500.0,7900.0,,
BALMORAL RESIDENCES,150-160,,,,,,,,,,,,8600.0,8600.0,,,,8600.0,,,
BALMORAL RESIDENCES,150-200,10.0,Freehold,Condominium,3950000.0,4000000.0,,,3925000.0,4000000.0,,,,,,,,,,,
BALMORAL RESIDENCES,160-170,,,,,,,,,,,,7328.36,8050.0,,6408.428571428572,7300.0,8375.0,7725.0,7775.0,
BALMORAL RESIDENCES,200-250,10.0,Freehold,Condominium,4700000.0,4700000.0,,,4700000.0,,,,,,,,,,,,
BALMORAL RESIDENCES,210-220,,,,,,,,,,,,9084.375,10200.0,,7966.666666666667,8810.0,9850.0,9266.666666666666,10200.0,
BALMORAL RESIDENCES,220-230,,,,,,,,,,,,7628.571428571428,9000.0,,7200.0,7150.0,8750.0,,,
BALMORAL TOWER,230-240,,,,,,,,,,,,7407.142857142857,9300.0,,6325.0,6666.666666666667,9250.0,8266.666666666666,7750.0,
BALMY COURT,100-110,,,,,,,,,,,,4075.0,4000.0,,3000.0,,4650.0,,4000.0,
BALMY COURT,100-150,14.0,Freehold,Apartment,920000.0,920000.0,,920000.0,,,,,,,,,,,,,
BALMY COURT,110-120,,,,,,,,,,,,4200.0,4900.0,,3500.0,,,4900.0,,
BALMY COURT,70-80,14.0,Freehold,Apartment,780000.0,780000.0,780000.0,,,,,,3543.75,4600.0,,2250.0,3075.0,4300.0,4500.0,4600.0,14.130434782608695
BALMY COURT,90-100,14.0,Freehold,Apartment,1007500.0,1100000.0,915000.0,,1100000.0,,,,4700.0,4600.0,,3300.0,3650.0,5650.0,4750.0,5200.0,19.92753623188406
BAN GUAN PARK,150-200,,,,,,,,,,,,8842.857142857143,9500.0,,,,8875.0,8450.0,9500.0,
BAN GUAN PARK,200-250,10.0,Freehold,Semi-detached,5500000.0,5500000.0,5500000.0,,,,,,10459.52380952381,16500.0,,,7500.0,10642.307692307691,8766.666666666666,11875.0,27.777777777777775
BAN GUAN PARK,250-300,10.0,Freehold,Semi-detached,6880000.0,6880000.0,,,6880000.0,,,,12735.714285714286,10500.0,,,,13875.0,12714.285714285714,11266.666666666666,54.6031746031746
BAN GUAN PARK,300-350,10.0,Freehold,Semi-detached,7575000.0,7300000.0,5850000.0,6675000.0,,8050000.0,9000000.0,7300000.0,10034.0,12500.0,,7885.714285714285,9335.272727272728,16300.0,,13250.0,48.666666666666664
