project,area_bucket,district,tenure,propertyType,avg_buy,most_recent_buy,avg_buy_2020,avg_buy_2021,avg_buy_2022,avg_buy_2023,avg_buy_2024,avg_buy_2025,avg_rent,most_recent_rent,avg_rent_2020,avg_rent_2021,avg_rent_2022,avg_rent_2023,avg_rent_2024,avg_rent_2025,ROI
THE VERANDAH RESIDENCES,50-60,5.0,Freehold,Apartment,1206666.6666666667,1260000.0,,,1160000.0,1200000.0,1260000.0,,3532.2033898305085,3500.0,,2990.0,3343.75,3964.285714285714,3688.8888888888887,3630.0,30.0
THE VERANDAH RESIDENCES,60-70,5.0,Freehold,Apartment,1364500.0,1450000.0,,,1380000.0,1359333.3333333333,,,3941.6666666666665,4200.0,,3360.0,3841.6666666666665,4250.0,4123.076923076923,4200.0,28.76984126984127
THE VERANDAH RESIDENCES,70-80,5.0,Freehold,Apartment,1718888.0,1718888.0,,,,1718888.0,,,4506.25,4500.0,,,3950.0,5033.333333333333,4550.0,,31.83125925925926
THE VERANDAH RESIDENCES,80-90,5.0,Freehold,Apartment,1901666.6666666667,1870000.0,,,,1855000.0,1925000.0,,4896.153846153846,5200.0,,4337.5,4866.666666666667,5800.0,5111.111111111111,,29.96794871794872
THE VERANDAH RESIDENCES,90-100,5.0,Freehold,Apartment,1950000.0,1950000.0,,,1950000.0,,,,5052.380952380952,5100.0,,4383.333333333333,4975.0,5825.0,5240.0,5200.0,31.862745098039216
THE VERMONT ON CAIRNHILL,100-150,9.0,Freehold,Apartment,3204880.0,3400000.0,2963333.3333333335,3255333.3333333335,3296400.0,,3400000.0,3400000.0,,,,,,,,,
THE VERMONT ON CAIRNHILL,120-130,,,,,,,,,,,,7078.571428571428,8300.0,,6037.5,6933.333333333333,7770.0,7000.0,8300.0,
THE VERMONT ON CAIRNHILL,130-140,,,,,,,,,,,,7520.833333333333,7800.0,6133.333333333333,6230.0,7625.0,8340.90909090909,7866.666666666667,7800.0,
THE VERMONT ON CAIRNHILL,150-160,9.0,Freehold,Apartment,4425000.0,4500000.0,,,4350000.0,,4500000.0,,9496.416666666666,10300.0,,8150.0,8650.0,10421.4,9650.0,9950.0,36.40776699029126
THE VERMONT ON CAIRNHILL,170-180,,,,,,,,,,,,10195.454545454546,11000.0,,8280.0,9650.0,10916.666666666666,10500.0,11560.0,
THE VERMONT ON CAIRNHILL,300-350,9.0,Freehold,Apartment,7900000.0,7900000.0,,,,7900000.0,,,,,,,,,,,
THE VERMONT ON CAIRNHILL,40-50,9.0,Freehold,Apartment,1363500.0,1420000.0,,,1324500.0,1385000.0,1420000.0,,3694.3714285714286,4300.0,,2936.6,3775.0,4182.363636363636,3854.4285714285716,4300.0,27.51937984496124
THE VERMONT ON CAIRNHILL,80-90,9.0,Freehold,Apartment,1995400.0,2300000.0,1962666.6666666667,1940000.0,1982000.0,2300000.0,,,4865.789473684211,5600.0,4100.0,4010.4166666666665,4996.0,5555.882352941177,5141.666666666667,5100.0,34.226190476190474
THE VERMONT ON CAIRNHILL,>300,,,,,,,,,,,,16250.0,22000.0,,,14750.0,13500.0,22000.0,,
THE VERTE,100-110,15.0,Freehold,Apartment,1636500.0,1858000.0,1415000.0,,,,1858000.0,,3628.5714285714284,4500.0,3300.0,3400.0,3633.3333333333335,,4500.0,,34.40740740740741
THE VERTE,100-150,15.0,Freehold,Apartment,1810000.0,1810000.0,,1810000.0,,,,,,,,,,,,,
THE VERTE,110-120,,,,,,,,,,,,4478.571428571428,4750.0,,3000.0,4600.0,,4975.0,,
THE VERTE,120-130,,,,,,,,,,,,4500.0,4500.0,,4500.0,,,,,
THE VERTE,130-140,,,,,,,,,,,,5260.0,5000.0,,4200.0,4800.0,6150.0,,5000.0,
THE VERTE,140-150,,,,,,,,,,,,5350.0,6000.0,,,4550.0,6300.0,,6000.0,
THE VERTE,150-160,15.0,Freehold,Apartment,2350000.0,2350000.0,,,2350000.0,,,,4750.0,4750.0,,4750.0,,,,,41.228070175438596
THE VERTE,200-250,15.0,Freehold,Apartment,2800000.0,2950000.0,,2800000.0,,,,,,,,,,,,,
THE VERTE,210-220,,,,,,,,,,,,6650.0,6650.0,,6650.0,,,,,
THE VERTE,230-240,,,,,,,,,,,,6800.0,6800.0,,,6800.0,,,,
THE VERTE,240-250,,,,,,,,,,,,7025.0,7600.0,,6150.0,7350.0,,7000.0,7600.0,
THE VERTE,250-300,,,,,,,,,,,,6000.0,6000.0,,6000.0,,,,,
THE VERV @ RV,100-110,9.0,Freehold,Apartment,1850000.0,1850000.0,1850000.0,,,,,,5542.105263157895,5800.0,,4233.333333333333,6650.0,6366.666666666667,5350.0,5900.0,26.580459770114942
THE VERV @ RV,110-120,,,,,,,,,,,,5150.0,5700.0,,,4600.0,,5700.0,,
THE VERV @ RV,250-260,,,,,,,,,,,,8966.666666666666,9200.0,,8200.0,9500.0,,9200.0,,
THE VERV @ RV,270-280,,,,,,,,,,,,10050.0,11800.0,,8300.0,,11800.0,,,
THE VERV @ RV,90-100,9.0,Freehold,Apartment,1950000.0,1950000.0,,1950000.0,,,1950000.0,,5175.862068965517,5200.0,,3835.714285714286,5335.714285714285,6200.0,5357.142857142857,5800.0,31.25
THE VERVE,100-110,12.0,Freehold,Apartment,1200000.0,1200000.0,,1200000.0,,,,,,,,,,,,,
THE VERVE,100-150,12.0,Freehold,Apartment,1360000.0,1450000.0,,1330000.0,,1375000.0,,,,,,,,,,,
THE VERVE,120-130,,,,,,,,,,,,4260.0,4200.0,,3900.0,,4700.0,3800.0,4200.0,
THE VERVE,40-50,12.0,Freehold,Apartment,690222.2222222222,733000.0,,659800.0,720000.0,730000.0,731500.0,,2569.277108433735,3000.0,1833.3333333333333,2045.2380952380952,2575.0,3090.625,2796.4285714285716,2792.8571428571427,20.36111111111111
THE VERVE,50-60,12.0,Freehold,Apartment,832444.4444444445,865000.0,,822666.6666666666,832000.0,831666.6666666666,865000.0,,2709.4594594594596,3000.0,2150.0,2184.090909090909,2650.0,3317.8571428571427,2968.75,3075.0,24.027777777777775
THE VERVE,60-70,12.0,Freehold,Apartment,815000.0,815000.0,,,815000.0,,,,,,,,,,,,
THE VERVE,70-80,12.0,Freehold,Apartment,1066250.0,1160000.0,1058000.0,1038800.0,1072666.6666666667,1082500.0,1160000.0,,3484.3137254901962,3800.0,,2780.0,3453.3333333333335,4080.0,3550.0,3633.3333333333335,25.43859649122807
THE VERVE,90-100,12.0,Freehold,Apartment,1260000.0,1260000.0,,,,,,1260000.0,3425.0,3500.0,,,3425.0,,3425.0,,30.0
THE VESTA,100-110,15.0,Freehold,Apartment,1461333.3333333333,1928000.0,,1228000.0,,,,1928000.0,4650.0,5600.0,,3500.0,4400.0,5283.333333333333,,,28.69047619047619
THE VESTA,140-150,,,,,,,,,,,,4650.0,5300.0,,4000.0,,5300.0,,,
THE VESTA,80-90,15.0,Freehold,Apartment,1310000.0,1310000.0,,,1310000.0,,,,2200.0,2200.0,,2200.0,,,,,49.621212121212125
THE VIEW @ MEYER,150-160,15.0,Freehold,Apartment,3614000.0,4056000.0,,3200000.0,3370000.0,3830000.0,,4056000.0,6636.666666666667,7400.0,,4850.0,6025.0,8000.0,7500.0,7400.0,45.67567567567568
THE VIEW @ MEYER,150-200,15.0,Freehold,Apartment,3799000.0,4058000.0,,3540000.0,,,4058000.0,,,,,,,,,,
THE VIEW @ MEYER,160-170,,,,,,,,,,,,7463.846153846154,8500.0,,5500.0,5375.0,9160.0,8000.0,8575.0,
THE VIEW @ MEYER,170-180,,,,,,,,,,,,6500.0,7500.0,,5500.0,,7500.0,,,
THE VIEW @ MEYER,60-70,,,,,,,,,,,,3500.0,3500.0,,,,,,3500.0,
THE VIEW @ MEYER,90-100,15.0,Freehold,Apartment,2375000.0,2375000.0,,,,,2375000.0,,4000.0,4850.0,3300.0,3500.0,,4850.0,4850.0,,40.807560137457045
THE VIEW @ MEYER,>300,,,,,,,,,,,,10833.333333333334,13000.0,,,9750.0,,13000.0,,
THE VILLAS @ SENTOSA COVE,200-250,4.0,99 yrs lease commencing from 2005,Terrace,7000000.0,7000000.0,,7000000.0,,,,,,,,,,,,,
THE VILLAS @ SENTOSA COVE,300-350,4.0,99 yrs lease commencing from 2005,Terrace,7400000.0,7400000.0,,,7400000.0,,,,,,,,,,,,
THE VINES,100-110,14.0,Freehold,Apartment,1353177.6,1600000.0,1180000.0,1267944.0,1450000.0,,1600000.0,,3550.0,3900.0,,3233.3333333333335,3500.0,3900.0,3900.0,,34.18803418803419
THE VINES,150-200,14.0,Freehold,Apartment,2130000.0,2130000.0,,,,,2130000.0,,,,,,,,,,
THE VINES,200-210,,,,,,,,,,,,6500.0,6500.0,,,,6500.0,,,
THE VINES,210-220,,,,,,,,,,,,3400.0,3400.0,,3400.0,3400.0,3400.0,3400.0,,
THE VINES,70-80,,,,,,,,,,,,2125.0,2200.0,2050.0,2200.0,,,,,
THE VINES,90-100,14.0,Freehold,Apartment,1405000.0,1520000.0,,1215000.0,,1480000.0,1520000.0,,2830.0,3700.0,,2433.3333333333335,2800.0,2900.0,3450.0,,34.234234234234236
THE VIRIDIAN,100-110,,,,,,,,,,,,2000.0,2000.0,,,,2000.0,,,
THE VIRIDIAN,300-350,12.0,Freehold,Apartment,3600000.0,3600000.0,,,3600000.0,,,,,,,,,,,,
THE VIRIDIAN,40-50,12.0,Freehold,Apartment,863550.0,928000.0,,822800.0,,862760.0,892200.0,928000.0,2751.6772151898736,2900.0,2500.0,2277.222222222222,2732.8125,3062.8571428571427,2999.6296296296296,3008.3333333333335,26.666666666666668
THE VIRIDIAN,80-90,12.0,Freehold,Apartment,1327538.3846153845,1468000.0,1186000.0,1369999.5,1313250.0,1330000.0,1435000.0,1468000.0,3389.59375,3500.0,,2924.3846153846152,3466.6666666666665,3916.6666666666665,3716.6666666666665,3750.0,34.952380952380956
THE VIRIDIAN,90-100,,,,,,,,,,,,3900.0,3900.0,,,3900.0,,,,
THE VISION,100-150,5.0,99 yrs lease commencing from 2008,Condominium,1952753.6341463414,2050000.0,1577500.0,1852574.9166666667,1964300.0,2116555.5555555555,2182500.0,2050000.0,,,,,,,,,
THE VISION,110-120,,,,,,,,,,,,5190.540540540541,5800.0,,4263.636363636364,4925.0,6433.333333333333,5722.222222222223,5800.0,
THE VISION,120-130,,,,,,,,,,,,5473.125,7000.0,,4398.108108108108,5312.380952380952,6461.538461538462,5952.631578947368,6400.0,
THE VISION,140-150,,,,,,,,,,,,6439.9047619047615,7000.0,,5525.0,6111.111111111111,7000.0,7534.5,7000.0,
THE VISION,150-200,5.0,99 yrs lease commencing from 2008,Condominium,1850000.0,1850000.0,,1850000.0,,,,,,,,,,,,,
THE VISION,160-170,,,,,,,,,,,,4350.0,4350.0,,4350.0,,,,,
THE VISION,190-200,,,,,,,,,,,,7000.0,7000.0,,,,7000.0,,,
THE VISION,250-260,,,,,,,,,,,,9862.5,10500.0,9300.0,9150.0,10500.0,10500.0,,,
THE VISION,250-300,5.0,99 yrs lease commencing from 2008,Condominium,3618000.0,3618000.0,,3618000.0,,,,,,,,,,,,,
THE VISION,450-500,5.0,99 yrs lease commencing from 2008,Strata Terrace,3397673.5,3522500.0,,3216666.6666666665,3380000.0,3500000.0,3564444.0,3522500.0,8106.666666666667,10000.0,6500.0,6650.0,8200.0,9600.0,9220.0,,29.354166666666668
THE VISION,70-80,5.0,99 yrs lease commencing from 2008,Condominium,1191288.888888889,1350000.0,,1124866.6666666667,1175000.0,,1323500.0,,3664.55737704918,4050.0,,3025.0,3606.5714285714284,4325.0,4107.142857142857,4270.0,27.777777777777775
THE VISION,80-90,5.0,99 yrs lease commencing from 2008,Condominium,1280380.9523809524,1370000.0,1250000.0,1211818.1818181819,1307500.0,1380000.0,1434000.0,1415000.0,3845.1470588235293,4100.0,,3319.5,3663.8888888888887,4383.333333333333,4308.0,4060.0,27.84552845528455
THE VISIONAIRE,100-110,27.0,99 yrs lease commencing from 2015,Executive Condominium,1536468.9056603773,1662000.0,,,1300000.0,1481071.6363636365,1562104.888888889,1619282.3333333333,4457.894736842105,4800.0,,,3800.0,4733.333333333333,4350.0,4500.0,28.854166666666668
THE VISIONAIRE,100-150,27.0,99 yrs lease commencing from 2015,Executive Condominium,1657086.956521739,1900000.0,,,1400000.0,1619818.1818181819,1699500.0,1900000.0,,,,,,,,,
THE VISIONAIRE,110-120,,,,,,,,,,,,4000.0,3800.0,,,,,4200.0,3800.0,
THE VISIONAIRE,120-130,,,,,,,,,,,,5100.0,4800.0,,,,5400.0,,4800.0,
THE VISIONAIRE,130-140,,,,,,,,,,,,5000.0,5000.0,,,,,5000.0,,
THE VISIONAIRE,60-70,27.0,99 yrs lease commencing from 2015,Executive Condominium,1012568.4705882353,1063888.0,,760000.0,,1020666.6666666666,1068962.6666666667,1100258.6666666667,3325.0,3300.0,,,,3400.0,3300.0,3300.0,26.865858585858586
THE VISIONAIRE,70-80,27.0,99 yrs lease commencing from 2015,Executive Condominium,1125750.0,1228000.0,,818000.0,870000.0,1160500.0,1215000.0,1214000.0,3375.0,4000.0,,2550.0,,3800.0,3775.0,,25.583333333333332
THE VISIONAIRE,80-90,27.0,99 yrs lease commencing from 2015,Executive Condominium,1220202.3157894737,1288000.0,,860000.0,,1200831.5789473683,1240074.0,1301833.3333333333,3872.7272727272725,3700.0,,,,4000.0,3914.285714285714,3733.3333333333335,29.00900900900901
THE VISIONAIRE,90-100,27.0,99 yrs lease commencing from 2015,Executive Condominium,1324724.3076923077,1458000.0,1028000.0,1009333.3333333334,1118000.0,1300761.9047619049,1354839.1489361702,1428788.8,4025.0,3900.0,,3300.0,,4433.333333333333,3972.222222222222,3868.75,31.153846153846157
THE VUE,30-40,19.0,Freehold,Apartment,640333.3333333334,695000.0,615000.0,587500.0,633333.3333333334,689000.0,,695000.0,2227.1929824561403,2500.0,,1703.5714285714287,2261.5384615384614,2495.0,2446.153846153846,2421.4285714285716,23.166666666666668
THE VUE,40-50,19.0,Freehold,Apartment,723000.0,700000.0,,,698333.3333333334,,820000.0,700000.0,2841.6666666666665,2600.0,,,2675.0,3100.0,2866.6666666666665,,22.435897435897434
THE VUE,80-90,19.0,Freehold,Apartment,1100000.0,1100000.0,1100000.0,,,,,,3028.5714285714284,3300.0,,2500.0,2800.0,3366.6666666666665,3300.0,,27.777777777777775
THE VUE,90-100,19.0,Freehold,Apartment,1450000.0,1450000.0,,,,1450000.0,,,3166.6666666666665,3500.0,,,2500.0,3500.0,3500.0,,34.523809523809526
THE WARREN,100-110,23.0,99 yrs lease commencing from 2001,Condominium,1196250.0,1340000.0,980000.0,,1170000.0,,1317500.0,,3670.8333333333335,3900.0,,2575.0,2850.0,4225.0,3850.0,4300.0,28.632478632478634
THE WARREN,100-150,23.0,99 yrs lease commencing from 2001,Condominium,1326221.298245614,1550000.0,972750.0,1208424.0,1332490.6666666667,1361063.8,1411571.4285714286,1568000.0,,,,,,,,,
THE WARREN,110-120,,,,,,,,,,,,3624.1614349775787,4300.0,2500.0,2824.5454545454545,3362.098360655738,4300.0,4103.888888888889,4213.75,
THE WARREN,120-130,,,,,,,,,,,,3703.3333333333335,4000.0,,3037.5,3740.0,4100.0,4133.333333333333,4100.0,
THE WARREN,130-140,,,,,,,,,,,,4575.0,4800.0,,,4400.0,,4750.0,,
THE WARREN,140-150,,,,,,,,,,,,4353.454545454545,4900.0,,3525.0,3600.0,5400.0,4847.0,,
THE WARREN,200-250,23.0,99 yrs lease commencing from 2001,Condominium,2215000.0,2600000.0,1830000.0,,,,2600000.0,,,,,,,,,,
THE WARREN,220-230,,,,,,,,,,,,5000.0,5000.0,,,,,5000.0,,
THE WARREN,80-90,,,,,,,,,,,,4350.0,4200.0,,,,4500.0,4200.0,,
THE WARREN,90-100,23.0,99 yrs lease commencing from 2001,Condominium,1054885.7142857143,1220000.0,908933.3333333334,971285.7142857143,971000.0,1101625.0,1153250.0,1224000.0,3169.2035398230087,3700.0,2425.0,2606.1111111111113,3112.6923076923076,3634.8,3702.6315789473683,3460.0,27.47747747747748
THE WATER EDGE,100-150,14.0,Freehold,Apartment,950000.0,950000.0,,950000.0,,,,,,,,,,,,,
THE WATER EDGE,30-40,14.0,Freehold,Apartment,648083.3333333334,750000.0,654000.0,612666.6666666666,626666.6666666666,652500.0,,700000.0,2410.506329113924,2800.0,1825.0,1881.2,2430.0,2886.6666666666665,2706.6666666666665,2771.4285714285716,22.32142857142857
THE WATER EDGE,40-50,14.0,Freehold,Apartment,709989.8181818182,745000.0,686000.0,689977.6,773000.0,691500.0,745000.0,,2471.822033898305,2900.0,1900.0,1948.3870967741937,2295.1923076923076,2905.3571428571427,2880.0,2695.0,21.408045977011493
THE WATER EDGE,70-80,,,,,,,,,,,,2734.6153846153848,2850.0,2250.0,2200.0,2412.5,3200.0,3000.0,2850.0,
THE WATER EDGE,80-90,14.0,Freehold,Apartment,850888.0,850888.0,850888.0,,,,,,,,,,,,,,
THE WATER EDGE,90-100,,,,,,,,,,,,3050.0,2900.0,,,3200.0,,2900.0,,
THE WATERGARDENS AT CANBERRA,100-110,27.0,99 yrs lease commencing from 2020,Apartment,1601777.7777777778,1662000.0,,1584409.0909090908,1611097.5609756098,,,,4200.0,4200.0,,,,,,4200.0,32.976190476190474
THE WATERGARDENS AT CANBERRA,100-150,27.0,99 yrs lease commencing from 2020,Apartment,1911056.338028169,2330000.0,,1859909.0909090908,1923340.9090909092,1952500.0,,2330000.0,,,,,,,,,
THE WATERGARDENS AT CANBERRA,120-130,,,,,,,,,,,,5400.0,5300.0,,,,,,5400.0,
THE WATERGARDENS AT CANBERRA,50-60,27.0,99 yrs lease commencing from 2020,Apartment,976299.0769230769,1152888.0,,961583.3333333334,,,,1152888.0,2950.0,3000.0,,,,,,2950.0,32.02466666666667
THE WATERGARDENS AT CANBERRA,60-70,27.0,99 yrs lease commencing from 2020,Apartment,1092767.6767676768,1300000.0,,1076000.0,1117600.0,,1143000.0,1264285.7142857143,3260.0,3300.0,,,,,,3260.0,32.82828282828283
THE WATERGARDENS AT CANBERRA,70-80,27.0,99 yrs lease commencing from 2020,Apartment,1206000.0,1450000.0,,1167692.3076923077,,,1455000.0,,,,,,,,,,
THE WATERGARDENS AT CANBERRA,80-90,27.0,99 yrs lease commencing from 2020,Apartment,1339827.4736842106,1678888.0,,1314482.142857143,1384388.888888889,,,1648444.0,4100.0,3500.0,,,,,,4100.0,39.97352380952381
THE WATERGARDENS AT CANBERRA,90-100,27.0,99 yrs lease commencing from 2020,Apartment,1449900.0,1386000.0,,1449900.0,,,,,,,,,,,,,
THE WATERINA,100-110,14.0,Freehold,Apartment,1608700.0,1790000.0,,1560733.3333333333,1590000.0,1790000.0,,,3866.0714285714284,4500.0,,3094.1176470588234,3620.8333333333335,4450.0,4434.615384615385,4533.333333333333,33.148148148148145
THE WATERINA,100-150,14.0,Freehold,Apartment,2233910.153846154,2700000.0,1708500.0,1820129.3333333333,2390000.0,2479600.0,2579841.1428571427,2700000.0,,,,,,,,,
THE WATERINA,110-120,,,,,,,,,,,,4708.461538461538,5900.0,,3676.470588235294,4257.692307692308,5482.35294117647,5153.846153846154,5600.0,
THE WATERINA,120-130,,,,,,,,,,,,4778.9473684210525,5600.0,3550.0,3802.1739130434785,4657.692307692308,5402.272727272727,5317.5,5566.666666666667,
THE WATERINA,130-140,,,,,,,,,,,,4400.0,4800.0,,,3850.0,,4950.0,,
THE WATERINA,140-150,,,,,,,,,,,,5390.0,7000.0,3500.0,4650.0,4800.0,6500.0,6250.0,,
THE WATERINA,150-160,,,,,,,,,,,,6260.0,7000.0,,,5000.0,6575.0,,,
THE WATERINA,150-200,14.0,Freehold,Apartment,3350000.0,3500000.0,,,,,3350000.0,,,,,,,,,,
THE WATERINA,160-170,,,,,,,,,,,,5800.0,5000.0,,,5350.0,7500.0,5400.0,,
THE WATERINA,190-200,,,,,,,,,,,,6600.0,8000.0,,5200.0,8000.0,,,,
THE WATERINA,50-60,14.0,Freehold,Apartment,1105000.0,1105000.0,,,,,,1105000.0,3027.1428571428573,3300.0,,2378.5714285714284,2985.0,3360.0,3259.090909090909,3400.0,27.904040404040405
THE WATERINA,60-70,14.0,Freehold,Apartment,1081363.6363636365,1235000.0,,950000.0,1040000.0,1096000.0,1200000.0,1235000.0,2987.6857142857143,3200.0,,2408.823529411765,2714.705882352941,3435.714285714286,3360.6153846153848,3361.1111111111113,32.161458333333336
THE WATERINA,80-90,14.0,Freehold,Apartment,1260000.0,1265000.0,,1260000.0,,,,,3578.8888888888887,4200.0,,2921.4285714285716,3575.0,3768.75,3932.8571428571427,4200.0,25.09920634920635
THE WATERINA,90-100,14.0,Freehold,Apartment,1640000.0,1930000.0,1520000.0,1415000.0,1650000.0,1910000.0,1930000.0,,3740.6976744186045,4800.0,,3128.5714285714284,3515.0,4333.333333333333,4237.5,4500.0,33.50694444444444
THE WATERLINE,100-110,19.0,Freehold,Condominium,1293333.3333333333,1380000.0,1250000.0,1315000.0,,,,,3118.75,3600.0,,2633.3333333333335,2700.0,3450.0,3850.0,3600.0,31.944444444444443
THE WATERLINE,100-150,19.0,Freehold,Condominium,1593500.0,2130000.0,1444000.0,1526666.6666666667,1575000.0,,2130000.0,,,,,,,,,,
THE WATERLINE,110-120,,,,,,,,,,,,3355.5555555555557,4000.0,,2883.3333333333335,,4000.0,4450.0,,
THE WATERLINE,130-140,,,,,,,,,,,,3466.6666666666665,3500.0,,2800.0,3800.0,3500.0,3400.0,3500.0,
THE WATERLINE,150-160,19.0,Freehold,Condominium,2430000.0,2430000.0,,,,,2430000.0,,5200.0,5800.0,,5100.0,4750.0,6000.0,5266.666666666667,,34.91379310344828
THE WATERLINE,150-200,19.0,Freehold,Condominium,2131500.0,2320000.0,,2068666.6666666667,,2320000.0,,,,,,,,,,,
THE WATERLINE,180-190,,,,,,,,,,,,6600.0,7000.0,,,6400.0,,6900.0,,
THE WATERLINE,200-250,19.0,Freehold,Condominium,2500000.0,2500000.0,,,2500000.0,,,,,,,,,,,,
THE WATERLINE,210-220,,,,,,,,,,,,5750.0,6200.0,,5300.0,6200.0,,,,
THE WATERLINE,280-290,,,,,,,,,,,,6750.0,7500.0,,,6000.0,7500.0,,,
THE WATERLINE,40-50,19.0,Freehold,Condominium,694296.0,720000.0,,681444.0,,,720000.0,,2272.222222222222,2600.0,,1816.6666666666667,2325.0,2550.0,2600.0,,23.076923076923077
THE WATERLINE,70-80,19.0,Freehold,Condominium,815500.0,863000.0,768000.0,,,,863000.0,,2714.285714285714,2800.0,,2100.0,2500.0,2900.0,2800.0,2900.0,25.68452380952381
THE WATERLINE,80-90,19.0,Freehold,Condominium,1161000.0,1400000.0,,1015000.0,,1100000.0,,1337500.0,2965.0,3300.0,,2575.0,2825.0,3500.0,3400.0,3300.0,35.35353535353536
THE WATERLINE,90-100,19.0,Freehold,Condominium,1347500.0,1465000.0,,1230000.0,,,1465000.0,,3927.777777777778,3950.0,,3300.0,4016.6666666666665,4150.0,3900.0,,30.907172995780588
THE WATERSIDE,150-200,15.0,Freehold,Condominium,3823158.1395348837,4300000.0,3340000.0,3597076.923076923,3794615.3846153845,3922500.0,4041760.0,4470000.0,,,,,,,,,
THE WATERSIDE,180-190,,,,,,,,,,,,8020.0,7800.0,,,8400.0,,7925.0,,
THE WATERSIDE,190-200,,,,,,,,,,,,6907.451219512195,7500.0,5100.0,5656.222222222223,6468.701492537313,8142.408163265306,7602.2,7831.25,
THE WATERSIDE,200-210,,,,,,,,,,,,7493.487804878048,8600.0,,5903.625,6241.75,8404.285714285714,8384.466666666667,8491.0,
THE WATERSIDE,200-250,15.0,Freehold,Condominium,4248928.413793104,5350000.0,3909777.777777778,4082134.5454545454,4308166.666666667,4337555.555555556,5038962.666666667,5196666.666666667,,,,,,,,,
THE WATERSIDE,220-230,,,,,,,,,,,,8151.9034749034745,10300.0,6300.0,6544.6567164179105,7792.3,9214.040816326531,9150.412698412698,9152.722222222223,
THE WHARF RESIDENCE,100-110,,,,,,,,,,,,6133.333333333333,6600.0,,4800.0,,6800.0,,,
THE WHARF RESIDENCE,100-150,9.0,999 yrs lease commencing from 1841,Condominium,3145800.0,3675000.0,,3004800.0,2820000.0,,3150000.0,3535000.0,,,,,,,,,
THE WHARF RESIDENCE,120-130,,,,,,,,,,,,7172.083333333333,7500.0,,6400.0,6713.333333333333,8475.0,9000.0,7450.0,
THE WHARF RESIDENCE,130-140,,,,,,,,,,,,7661.458333333333,8300.0,,6500.0,7445.454545454545,8787.5,8311.111111111111,8650.0,
THE WHARF RESIDENCE,140-150,,,,,,,,,,,,8008.333333333333,8500.0,,6900.0,7250.0,8966.666666666666,8800.0,,
THE WHARF RESIDENCE,160-170,,,,,,,,,,,,7633.333333333333,9400.0,,6500.0,7000.0,9400.0,,,
THE WHARF RESIDENCE,200-210,,,,,,,,,,,,10771.42857142857,12000.0,,8400.0,8600.0,13250.0,11500.0,12000.0,
THE WHARF RESIDENCE,200-250,9.0,999 yrs lease commencing from 1841,Condominium,5105000.0,5105000.0,,,,,5105000.0,,,,,,,,,,
THE WHARF RESIDENCE,350-400,9.0,999 yrs lease commencing from 1841,Condominium,6000000.0,6000000.0,,6000000.0,,,,,,,,,,,,,
THE WHARF RESIDENCE,400-450,9.0,999 yrs lease commencing from 1841,Condominium,7906000.0,8500000.0,7400000.0,7818000.0,,,,8500000.0,,,,,,,,,
THE WHARF RESIDENCE,90-100,9.0,999 yrs lease commencing from 1841,Condominium,2402676.727272727,2600000.0,2150000.0,2342000.0,2265000.0,2434000.0,2528148.0,2600000.0,6171.586538461538,7300.0,5250.0,5318.787878787879,6153.191489361702,6964.6511627906975,6630.571428571428,6760.0,29.680365296803654
THE WHARF RESIDENCE,>300,,,,,,,,,,,,17284.21052631579,18000.0,,13725.0,15075.0,19928.571428571428,17500.0,17833.333333333332,
THE WHITLEY RESIDENCES,300-350,,,,,,,,,,,,10323.52380952381,12000.0,,9039.4,11250.0,12020.0,10600.0,12000.0,
THE WHITLEY RESIDENCES,350-400,,,,,,,,,,,,12000.0,12000.0,,,10000.0,14000.0,12000.0,,
THE WHITLEY RESIDENCES,450-500,11.0,Freehold,Strata Semi-detached,4600000.0,4600000.0,,,,,4600000.0,,,,,,,,,,
THE WHITLEY RESIDENCES,500-550,11.0,Freehold,Strata Semi-detached,4848235.294117647,4880000.0,5350000.0,4748000.0,4931666.666666667,,,,9485.714285714286,9600.0,,9200.0,9866.666666666666,,,,42.36111111111111
THE WHITLEY RESIDENCES,550-600,11.0,Freehold,Strata Semi-detached,4930000.0,5100000.0,4330000.0,4914000.0,5032000.0,,5100000.0,,8350.0,9300.0,,8033.333333333333,9300.0,,,,45.69892473118279
THE WHITLEY RESIDENCES,600-650,11.0,Freehold,Strata Semi-detached,4699000.0,4699000.0,4699000.0,,,,,,9150.0,9300.0,,9150.0,9150.0,,,,42.10573476702509
THE WHITLEY RESIDENCES,650-700,11.0,Freehold,Strata Semi-detached,5080000.0,5080000.0,5080000.0,,,,,,,,,,,,,,
THE WINDSOR,100-150,20.0,Freehold,Condominium,2348333.3333333335,2580000.0,,,,,2243750.0,2557500.0,,,,,,,,,
THE WINDSOR,120-130,,,,,,,,,,,,3305.0,4000.0,,2700.0,2890.0,4500.0,3800.0,,
THE WINDSOR,130-140,,,,,,,,,,,,3871.6,4500.0,,2500.0,3950.0,,4479.0,,
THE WINDSOR,140-150,,,,,,,,,,,,3866.25,4500.0,,,3446.0,,4600.0,4500.0,
THE WINDSOR,150-160,20.0,Freehold,Condominium,2086666.6666666667,2400000.0,,1930000.0,,,2400000.0,,4059.090909090909,5000.0,,3200.0,3100.0,5200.0,4483.333333333333,5000.0,40.0
